id,first_name,last_name,position,age,year,team_id,team_abbr,state,country,stars,height,shooting2,shooting3,finishing,ballwork,rebounding,defense,potential,potential_grade,pro_potential_grade,stamina,playtime_expectations,minutes,overall,personality,free_agency,recruiting_bias,work_ethic,academic_bias,player_id,is_redshirt,is_redshirting,has_graduated,has_progressed,created_at,updated_at,deleted_at,free_throw,interior_defense,perimeter_defense,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,archetype,inside_proportion,mid_range_proportion,three_point_proportion,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,will_declare,previous_team_id,previous_team,will_transfer,leaving_status,transfer_status,transfer_likeliness,recruiting_bias_value,legacy_id,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,notes,relative_type
1944,Perry,Leslie,C,23,5,119,UTST,Maryland,USA,3,6-10,4,7,12,10,15,12,45,C,29,40,4,12,58,Average,Average,Average,Average,"Studies hard",1944,0,0,0,0,"2025-12-11 23:16:04.209","2025-12-11 23:16:03.882",NULL,5,15,18,0,0,0,0,0,0,0,0,0,"Rim Protector",3,0,0,PF,,,12,0,0,0,0,,NULL,NULL,0,,0,0,11,4,0,,,0,0,0,,0
1948,Derek,Windle,SG,23,5,120,VAND,Kentucky,USA,4,6-0,17,21,17,20,9,12,85,,92,31,14,25,76,Impatient,"Championship seeking",Average,Average,Average,1948,0,0,1,1,"2022-10-06 22:48:25.670","2023-04-17 23:43:13.852",NULL,17,10,14,0,0,0,0,0,0,0,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1949,Tony,Brooks,PF,23,5,120,VAND,Utah,USA,3,6-5,15,7,15,13,21,15,70,,37,33,7,25,76,Relaxed,Average,Average,Persistant,Average,1949,0,0,1,1,"2022-10-06 22:48:26.235","2023-04-17 23:43:15.515",NULL,13,14,18,1,0,0,0,0,1,1,1,4,"Pure Defender",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1950,Dennis,Jacobs,C,23,5,120,VAND,Delaware,USA,3,6-10,10,7,15,11,22,14,47,,58,33,14,25,71,Average,Market-driven,Fanboy,Average,"More likely to get academic probation",1950,0,0,1,1,"2022-10-06 22:48:26.816","2023-04-17 23:43:17.184",NULL,10,14,14,0,0,0,0,0,0,0,0,0,"Rim Protector",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1951,Christopher,Delp,SF,23,5,120,VAND,"West Virginia",USA,1,6-7,17,5,17,5,8,10,40,D,87,40,0,35,53,Average,Market-driven,Average,Average,"Never Studies",1951,0,0,0,0,"2024-03-20 15:08:55.472","2024-03-20 15:08:55.472",NULL,14,7,15,0,0,0,0,0,0,0,0,0,,6.817236795526986,4.636660913011547,2.850994099407215,SF,SG,,30,5,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1952,Hector,Reyes,C,23,5,120,VAND,,Mexico,2,6-11,5,15,14,10,14,14,65,B-,47,29,3,24,62,Average,Average,Average,Quiet,Average,1952,0,0,0,0,"2024-03-20 15:08:53.104","2024-03-20 15:08:53.104",NULL,5,17,16,1,1,1,0,1,0,0,0,4,"Stretch Bigs",5.166634819299075,1.4360194233936432,9.889385782318778,PF,,,24,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1953,Kenneth,Stewart,PG,23,5,120,VAND,,Croatia,2,6-5,12,21,16,15,5,2,30,D,16,37,2,30,53,Paranoid,Average,Open-Minded,Average,Average,1953,0,0,0,0,"2024-03-20 15:08:54.277","2024-03-20 15:08:54.277",NULL,12,1,4,0,1,1,0,0,0,0,0,2,"Dunk Specialist",4.215203232528384,2.4368814457589094,10.488742496398704,SG,,,30,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1954,Ronnie,Coleman,PF,23,5,120,VAND,,Tunisia,2,6-5,19,11,17,11,16,7,73,A,17,39,5,34,68,Average,Average,Average,"Focuses on Max Reps",Average,1954,0,0,0,0,"2025-02-18 00:01:35.284","2025-02-18 00:01:35.284",NULL,11,11,12,1,0,0,0,0,0,1,0,2,"Pure Defender",5.600710923103918,4.541462156693372,7.728309138721981,PF,SF,,25,9,0,0,0,,NULL,NULL,0,,0,0,11,12,0,,,0,0,0,,0
1955,Willie,Cox,SG,23,5,120,VAND,,Ghana,2,6-0,14,15,8,13,11,7,50,B,28,39,5,37,55,Average,Average,Average,Average,Studious,1955,0,0,0,0,"2025-02-18 00:01:36.477","2025-02-18 00:01:36.477",NULL,13,9,9,0,1,0,1,1,1,1,1,6,All-Around,3.2213239296283978,4.5099242250496685,12.8805152312033,SF,SG,,29,8,0,0,0,,NULL,NULL,0,,0,0,9,12,0,,,0,0,0,,0
1956,Luke,Nichol,PF,23,5,120,VAND,Ohio,USA,3,6-7,8,4,17,20,20,9,62,B,53,39,12,37,78,Average,Adversarial,Open-Minded,Average,Average,1956,0,0,0,0,"2025-02-18 00:01:33.772","2025-02-18 00:01:33.772",NULL,9,12,17,0,1,0,0,0,1,1,1,4,"Two-Way Wing",8.590197145675727,3.7004506461945996,3.434804061654214,C,PF,,25,12,0,0,0,,NULL,NULL,0,,0,0,13,12,0,,,0,0,0,,0
1957,Isaac,Curtis,C,23,5,120,VAND,,Ethiopia,3,6-11,9,3,22,10,16,14,85,A+,30,44,8,39,76,Impatient,Average,"Prefers to play for a team where he can start immediately",Hard-working,Tutor,1957,0,0,0,0,"2025-12-11 23:16:10.371","2025-12-11 23:16:10.059",NULL,8,19,25,0,0,1,0,0,0,0,1,2,"Rim Protector",9.127329812379323,3.3614384414739664,2.364204772398725,C,PF,,28,11,0,0,0,,NULL,NULL,0,,0,0,11,10,0,,,0,0,0,,0
1958,Victor,Cantero,SG,23,5,120,VAND,Alabama,USA,2,5-11,13,12,12,12,5,8,34,D-,47,46,2,12,51,Jokester,Average,Average,Average,Average,1958,0,0,0,0,"2025-12-11 23:16:15.455","2025-12-11 23:16:15.139",NULL,15,5,14,0,1,0,0,0,1,0,1,3,"Defensive Dawg",1.202881046058742,1.2597823348226758,2.181032150393058,SG,,,12,0,0,0,0,,NULL,NULL,0,,0,0,13,7,0,,,0,0,0,,0
1959,Dennis,Bigg,C,23,5,120,VAND,,Spain,3,6-11,5,6,22,9,7,14,38,D+,21,45,5,28,58,Average,Average,Average,Average,Average,1959,0,0,0,0,"2025-12-11 23:16:13.211","2025-12-11 23:16:12.892",NULL,7,12,17,0,0,1,1,1,0,0,1,4,"Stretch Bigs",6.127973857773687,1.4810429010428179,3.3333241165527263,PF,,,28,0,0,0,0,,NULL,NULL,0,,0,0,16,12,0,,,0,0,0,,0
1960,Joshua,Tucker,C,23,5,0,,Connecticut,USA,3,6-9,7,9,16,0,11,11,43,D,17,44,7,0,44,Outgoing,Loyal,Average,"Focuses on Max Weight","More likely to get academic probation",1960,0,0,0,0,"2025-12-12 00:01:41.816","2025-12-12 00:01:41.506",NULL,4,12,11,0,0,0,0,0,1,1,0,2,"Rim Protector",0,0,0,,,,0,0,0,0,120,VAND,NULL,NULL,0,,0,0,13,5,0,,,0,0,0,,0
1961,Alvaro,Pineda,PF,23,5,121,UVA,"Rhode Island",USA,2,6-7,19,13,13,5,16,8,40,,47,32,4,20,58,Average,"Drafted team discount",Average,"Track Athlete","Frequent visits to the principal",1961,0,0,1,1,"2022-10-06 22:48:33.245","2023-04-17 23:43:28.123",NULL,18,7,9,0,1,0,1,0,1,1,0,4,"Two-Way Wing",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1962,Christopher,Lacy,SG,23,5,121,UVA,,Denmark,2,5-11,19,11,12,19,3,3,27,,23,36,4,7,53,Impatient,Average,Average,Average,Average,1962,0,0,1,1,"2022-10-06 22:48:33.816","2023-04-17 23:43:29.779",NULL,19,3,4,0,1,0,0,1,0,0,0,2,"Mid-Range Magician",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1963,Nelson,Arias,SF,23,5,121,UVA,Louisiana,USA,4,6-7,20,14,20,10,18,17,52,,16,26,10,25,86,Flamboyant,"Hometown hero",Average,Average,Average,1963,0,0,1,1,"2022-10-06 22:48:34.385","2023-04-17 23:43:24.772",NULL,21,20,20,1,0,0,1,0,1,0,0,3,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1964,Daniel,Palos,SF,23,5,121,UVA,,Chile,1,6-8,13,9,14,10,11,14,90,A-,54,30,3,11,63,Average,Average,Average,Average,Average,1964,0,0,0,0,"2024-03-20 15:09:05.332","2024-03-20 15:09:05.332",NULL,11,19,16,0,0,0,0,0,1,1,0,2,"Pure Defender",1,0,0,SF,,,11,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1965,Brian,Banken,SG,23,5,121,UVA,Guam,USA,3,6-4,20,18,12,19,7,5,36,D,37,29,12,26,62,Average,"Drafted team discount",Average,Average,"Borderline failing",1965,0,0,0,0,"2024-03-20 15:09:04.142","2024-03-20 15:09:04.142",NULL,19,3,7,1,0,0,1,1,0,0,0,3,"Mid-Range Magician",0,4,15,SG,SG,,26,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1966,Michael,Stokes,SF,23,5,121,UVA,Hawaii,USA,1,6-5,15,14,20,8,13,9,83,A,68,30,3,29,66,Average,Average,Average,Average,Average,1966,0,0,0,0,"2024-03-20 15:09:02.648","2024-03-20 15:09:02.648",NULL,14,11,12,1,0,0,0,0,0,1,0,2,,11,0,15,SF,,,29,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1967,Steven,Adams,PF,23,5,13,BOIS,,Zimbabwe,3,6-11,3,8,18,9,14,10,36,D,42,42,1,39,55,Average,Average,Average,"Skips Leg Day",Average,1967,0,0,0,0,"2025-12-11 21:24:21.097","2025-12-11 21:24:20.792",NULL,1,9,11,0,0,0,0,0,1,1,0,2,,8.033720615521135,1.4713321850048768,6.387606903111327,PF,SF,,27,12,0,0,0,,NULL,NULL,0,,0,0,7,14,0,,,0,0,0,,0
1968,Aaron,Mccrae,C,23,5,121,UVA,Idaho,USA,2,7-0,8,13,16,6,19,20,93,A+,70,44,3,0,71,Introvert,Average,Average,Loud,Average,1968,0,0,0,0,"2025-02-18 00:01:44.062","2025-02-18 00:01:44.062",NULL,5,24,20,0,1,0,0,0,0,0,0,1,"Stretch Bigs",0,0,0,C,PF,,0,0,0,0,0,,NULL,NULL,0,,0,0,11,5,0,,,0,0,0,,0
1969,Mark,Courtney,C,22,4,121,UVA,,Portugal,4,6-9,4,6,14,12,19,19,42,D+,86,38,13,36,68,Average,Average,Average,"Gym Rat",Average,1969,0,0,0,0,"2024-03-20 15:59:23.634","2024-03-20 15:59:23.634",NULL,6,17,20,0,0,0,0,0,0,0,0,0,"Stretch Bigs",1,0,0,C,C,,36,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1971,Derrick,Morehead,PG,23,5,121,UVA,Georgia,USA,5,6-0,16,17,14,16,13,5,34,D-,89,46,13,40,68,Paranoid,Loyal,"Prefers to play for a specific coach",Average,Average,1971,0,0,0,0,"2025-12-11 23:16:24.447","2025-12-11 23:16:24.140",NULL,18,8,9,0,0,0,1,0,0,0,1,2,"Sharp Shooter",15,0,15,SG,PG,,40,0,0,0,0,,NULL,NULL,0,,Wahoo,0,10,16,0,,,0,0,0,,0
1972,James,Franzone,PG,23,5,121,UVA,Illinois,USA,3,5-11,8,21,8,9,11,10,69,B+,74,40,1,0,59,Average,Average,"Prefers to play for a team with a rich history",Average,Average,1972,0,0,0,0,"2025-12-11 23:16:27.593","2025-12-11 23:16:27.266",NULL,11,14,22,0,0,0,1,0,0,1,1,3,3-and-D,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,8,14,0,,,0,0,0,,0
1974,Jonathan,Tran,PF,23,5,122,VT,Oklahoma,USA,2,6-6,17,2,14,8,12,9,26,,94,29,6,7,56,Average,Average,"Prefers to play for a specific coach","Streams too much",Average,1974,0,0,1,1,"2022-10-06 22:48:40.855","2023-04-17 23:43:41.062",NULL,17,10,10,0,0,0,1,0,1,1,1,4,"Pure Defender",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1975,Alex,Arguelles,SF,23,5,122,VT,"American Samoa",USA,1,6-5,21,14,15,11,9,9,70,,55,27,5,25,64,Average,Average,Multi-Sport,Average,Average,1975,0,0,1,1,"2022-10-06 22:48:41.439","2023-04-17 23:43:38.405",NULL,18,11,13,0,1,0,0,1,0,0,1,3,"Two-Way Wing",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1976,Vincent,Bennett,PF,23,5,122,VT,Wyoming,USA,4,6-8,16,12,17,10,15,14,28,,30,36,19,25,71,Average,"Hates Tags",Average,Average,Average,1976,0,0,1,1,"2022-10-06 22:48:42.003","2023-04-17 23:43:36.062",NULL,18,13,16,1,0,1,0,1,1,0,1,5,Slasher,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1977,Kyle,Papai,PG,23,5,122,VT,Colorado,USA,1,6-2,18,13,4,10,7,13,37,D+,98,43,0,0,49,"Book Worm",Average,Average,Average,"Class Clown",1977,0,0,0,0,"2024-03-20 15:09:16.691","2024-03-20 15:09:16.691",NULL,14,10,16,1,0,0,0,0,1,0,0,2,"Sharp Shooter",0,0,0,PG,,,0,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1978,Douglas,Barton,PG,23,5,122,VT,Oklahoma,USA,2,6-2,17,23,8,16,11,3,36,C,41,30,3,28,60,Average,Average,Average,Average,Average,1978,0,0,0,0,"2024-03-20 15:09:13.692","2024-03-20 15:09:13.692",NULL,15,7,7,1,1,0,1,1,1,1,1,7,All-Around,2.914236171093919,6.6663555366674005,4.442828329479281,PG,SG,,14,14,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1979,Linh,Hayashi,PG,23,5,122,VT,Idaho,USA,3,5-11,20,21,12,15,11,10,53,B,55,29,5,26,68,Frail,Average,Average,Average,Average,1979,0,0,0,0,"2024-03-20 15:09:12.097","2024-03-20 15:09:12.097",NULL,18,8,14,0,0,0,0,0,0,0,0,0,"Sharp Shooter",3.9510317319638713,7.088658602338639,3.650575725271436,PG,,,26,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1980,Bradley,Smith,SG,23,5,122,VT,,Montenegro,2,5-11,19,19,13,17,7,5,66,A-,53,34,4,31,62,Average,Average,Average,Average,Tutor,1980,0,0,0,0,"2025-02-18 00:01:50.890","2025-02-18 00:01:50.890",NULL,14,2,14,1,0,0,0,0,0,0,1,2,"Dunk Specialist",4.601135183021576,7.154012270547226,3.8381117989237636,SF,SG,,30,1,0,0,0,,NULL,NULL,0,,0,0,9,10,0,,,0,0,0,,0
1981,Rickey,Brown,PF,22,4,122,VT,,Ghana,3,6-6,10,8,16,9,19,14,62,C+,100,41,13,37,70,Average,Average,"Prefers to be close to home",Lazy,"Studies hard",1981,0,0,0,0,"2024-03-20 15:59:27.198","2024-03-20 15:59:27.198",NULL,13,16,16,0,1,0,0,0,1,0,0,2,"Pure Defender",8.560568752588386,5.759535114400145,1.7796556660698253,SF,PF,,10,27,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1982,David,Vanauken,PF,22,4,122,VT,Vermont,USA,4,6-8,15,5,20,18,18,13,74,B-,34,35,17,30,82,Average,Average,Average,"Focuses on Max Weight",Average,1982,0,0,0,0,"2024-03-20 15:59:26.026","2024-03-20 15:59:26.026",NULL,13,10,21,0,1,0,0,0,0,0,1,2,"Two-Way Wing",8.560568752588386,7.275202249768603,0.9991049353374457,SF,,,30,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1984,Larry,Check,C,23,5,0,,,Austria,1,6-10,10,2,9,4,13,8,53,B,43,43,1,0,49,Average,Average,"Prefers to play for a specific coach",Average,Average,1984,0,0,0,0,"2025-12-12 00:01:17.823","2025-12-12 00:01:17.510",NULL,9,20,12,0,0,0,0,0,1,1,0,2,"Rim Protector",0,0,0,,,,0,0,0,0,122,VT,NULL,NULL,0,,"Nelson Morales",0,15,10,0,,,0,0,0,,0
1985,Ryan,Hitt,C,23,5,0,,Texas,USA,1,7-1,12,2,12,2,7,10,35,C-,32,48,1,0,41,Average,Average,Average,Average,Average,1985,0,0,0,0,"2025-12-12 00:04:41.735","2025-12-12 00:04:41.413",NULL,11,12,13,1,0,1,1,0,0,1,0,4,"Rim Protector",0,0,0,,,,0,0,0,0,122,VT,NULL,NULL,0,,0,0,9,7,0,,,0,0,0,,0
1986,Thomas,Swanson,SF,23,5,122,VT,Massachusetts,USA,4,6-7,9,11,15,8,14,14,58,C,64,36,15,33,62,Average,Average,Average,Average,Average,1986,0,0,0,0,"2025-12-11 23:16:33.869","2025-12-11 23:16:33.547",NULL,14,13,16,0,0,0,1,1,1,0,0,3,"Pure Defender",7.561832093570904,5.4725453582969665,3.8402525813453607,PF,SF,,27,6,0,0,0,,NULL,NULL,0,,0,0,8,10,0,,,0,0,0,,0
1987,Gregory,Kirik,SF,23,5,123,WAKE,Minnesota,USA,1,6-8,19,13,18,13,10,9,84,,90,37,9,25,69,Average,Average,Average,"Center of Attention",Average,1987,0,0,1,1,"2022-10-06 22:48:48.457","2023-04-17 23:43:50.007",NULL,20,12,10,0,0,1,0,0,0,1,0,2,Slasher,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1988,Allan,Dunlap,PG,23,5,123,WAKE,Vermont,USA,2,6-0,17,16,13,19,6,9,56,,68,25,7,20,68,Perfectionist,Average,Average,Average,Average,1988,0,0,1,1,"2022-10-06 22:48:49.029","2023-04-17 23:43:52.444",NULL,22,12,12,1,0,0,1,0,1,0,0,3,"Floor General",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1989,Marcos,Veliz,C,23,5,123,WAKE,Oregon,USA,4,6-11,13,16,20,13,17,20,71,,16,35,19,25,82,Average,Average,Average,Average,Average,1989,0,0,1,1,"2022-10-06 22:48:49.602","2023-04-17 23:43:46.687",NULL,12,19,20,0,0,0,0,0,0,0,0,0,"Stretch Bigs",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1990,Viktor,Raulerson,SG,22,4,123,WAKE,Georgia,USA,3,5-10,15,20,13,20,9,11,79,,68,40,16,25,73,Average,Average,Average,"Footwork king","Naturally book smart",1990,0,0,1,1,"2022-10-06 22:48:50.174","2023-04-17 23:43:48.354",NULL,17,15,13,0,0,0,1,0,0,1,0,2,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1991,Ricky,Cottrell,PG,23,5,123,WAKE,Nebraska,USA,2,6-2,22,21,14,24,5,12,94,A+,70,30,3,25,77,Eccentric,Average,Legacy,Average,Average,1991,0,0,0,0,"2024-03-20 15:09:22.182","2024-03-20 15:09:22.182",NULL,20,14,13,0,0,1,0,1,0,1,0,3,"Floor General",4.442066165645714,7.249959387420725,3.9020196282615385,PG,,,25,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1992,David,Dunham,PF,23,5,123,WAKE,Connecticut,USA,3,6-6,13,15,14,13,14,11,53,B-,29,36,13,34,70,Popular,Average,"Prefers to play for a team with a rich history",Average,Average,1992,0,0,0,0,"2024-03-20 15:09:23.371","2024-03-20 15:09:23.371",NULL,16,15,16,0,1,0,1,1,0,0,1,4,"Two-Way Wing",6.5728133507928455,5.976795787678549,3.4642320602126837,SF,PF,,30,4,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1993,Marvin,Perkins,PF,23,5,123,WAKE,,Morocco,2,6-5,14,6,8,17,12,13,48,D+,22,39,3,37,62,Average,Average,Average,Average,"Has other priorities",1993,0,0,0,0,"2025-02-18 00:01:58.496","2025-02-18 00:01:58.496",NULL,14,12,16,0,0,0,0,0,1,0,0,1,"Point Forward",5.004355480298009,9.881374961584433,2.744269419882034,C,PF,,29,8,0,0,0,,NULL,NULL,0,,0,0,11,10,0,,,0,0,0,,0
1994,Cody,Peterson,C,23,5,0,,Texas,USA,2,7-0,4,10,14,3,18,8,63,B,70,44,5,0,48,Average,Average,Average,Average,Average,1994,0,0,0,0,"2025-12-12 00:00:45.283","2025-12-12 00:00:44.961",NULL,2,8,8,1,1,0,0,0,0,0,0,2,"Stretch Bigs",0,0,0,C,,,0,0,0,0,123,WAKE,NULL,NULL,0,,0,0,8,7,0,,,0,0,0,,0
1995,Louis,Awad,PG,23,5,123,WAKE,Georgia,USA,2,5-11,21,21,25,16,4,4,87,B+,36,40,2,25,74,Average,Average,"Prefers to play for a national championship contender",Persistant,Average,1995,0,0,0,0,"2025-02-18 00:01:57.290","2025-02-18 00:01:57.290",NULL,21,9,8,0,0,1,1,0,0,1,0,3,"Sharp Shooter",3.5844014741098857,4.246558636928793,3.3022087459106815,SG,,,25,0,0,0,0,,NULL,NULL,0,,0,0,8,3,0,,,0,0,0,,0
1996,Douglas,Broussard,SF,23,5,123,WAKE,Michigan,USA,3,6-6,13,3,15,10,5,11,60,B-,18,43,3,38,52,Jokester,Average,"Prefers to play for a team where he can start immediately",Average,Average,1996,0,0,0,0,"2025-12-11 23:16:44.640","2025-12-11 23:16:44.254",NULL,13,15,12,0,0,0,0,0,0,0,0,0,,8.178665850023169,4.857832385634347,2.9955557719089105,PF,SF,SG,24,11,3,0,0,,NULL,NULL,0,,0,0,9,7,0,,,0,0,0,,0
1997,Phu,Zhang,PG,23,5,123,WAKE,,India,2,5-11,15,20,11,18,5,10,90,A+,55,41,4,28,68,Average,"I'm the starter",Average,"Focuses on Max Reps","Never Studies",1997,0,0,0,0,"2025-12-11 23:16:39.910","2025-12-11 23:16:39.591",NULL,17,18,16,0,1,0,0,1,0,0,0,2,"Sharp Shooter",2.9647663706333987,2.8015340178516266,8.292243023147849,SG,,,28,0,0,0,0,,NULL,NULL,0,,0,0,14,11,0,,,0,0,0,,0
1998,Timothy,Brown,C,23,5,123,WAKE,Nebraska,USA,3,7-0,5,7,21,8,20,8,71,A,74,36,6,35,67,Disloyal,Adversarial,"Prefers to play in a different state","Gym Rat",Average,1998,0,0,0,0,"2025-12-11 23:16:41.762","2025-12-11 23:16:41.451",NULL,5,10,17,0,0,1,0,0,0,0,1,2,"Stretch Bigs",10.285924143013832,2.0963859997529175,6.205079813239886,C,PF,,30,5,0,0,0,,NULL,NULL,0,,0,0,9,8,0,,,0,0,0,,0
1999,Raul,Uzhca,C,23,5,0,,Texas,USA,2,7-1,7,6,9,9,13,7,34,D,57,45,5,0,49,Flamboyant,Loyal,"Prefers to play for a team where he can start immediately","Focuses on Max Weight","Takes AP classes",1999,0,0,0,0,"2025-12-12 00:00:57.128","2025-12-12 00:00:56.812",NULL,9,10,13,0,1,0,0,0,1,0,1,3,"Rim Protector",0,0,0,,,,0,0,0,0,123,WAKE,NULL,NULL,0,,0,0,5,10,0,,,0,0,0,,0
2000,Christopher,James,PG,23,5,124,WASH,"American Samoa",USA,2,5-10,14,21,9,13,11,2,31,,32,40,0,20,53,Average,Average,Average,Average,Average,2000,0,0,1,1,"2022-10-06 22:48:56.018","2023-04-17 23:44:03.596",NULL,14,4,5,0,0,0,0,1,0,0,1,2,"Floor General",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2001,Jonathan,Reinhardt,PF,23,5,124,WASH,Florida,USA,3,6-6,17,9,19,9,17,17,49,,58,25,5,25,77,Irrational,Average,Average,Average,Average,2001,0,0,1,1,"2022-10-06 22:48:56.610","2023-04-17 23:43:59.239",NULL,15,19,19,0,0,0,0,1,0,0,0,1,"Pure Defender",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2002,Rickey,Lloyd,PG,23,5,124,WASH,,Norway,2,5-10,16,20,14,22,9,7,78,,18,28,5,25,70,Average,Average,"Prefers to play for a specific coach",Average,Average,2002,0,0,1,1,"2022-10-06 22:48:57.183","2023-04-17 23:44:00.913",NULL,17,8,8,0,0,0,1,1,1,0,0,3,"Floor General",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003,Glenn,Sauder,PG,23,5,124,WASH,,Germany,1,5-11,13,21,11,16,4,4,76,A+,80,32,0,17,53,Average,Average,Average,"Film Room Genius",Average,2003,0,0,0,0,"2024-03-20 15:09:34.205","2024-03-20 15:09:34.205",NULL,20,4,5,0,1,0,1,0,0,0,0,2,,2.754283736207343,3.157507276844837,2.949921398028955,SG,,,17,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
