id,player_id,team_id,team_abbr,first_name,last_name,position,archetype,age,year,height,overall,shooting2,shooting3,finishing,free_throw,ballwork,rebounding,interior_defense,perimeter_defense,potential_grade,pro_potential_grade,stamina,playtime_expectations,personality,free_agency,recruiting_bias,work_ethic,academic_bias,college_id,college,draft_pick_id,draft_pick,drafted_team_id,drafted_team_abbr,prime_age,is_free_agent,is_nba,is_g_league,is_two_way,is_waived,is_on_trade_block,is_first_team_anba,is_dpoy,is_mvp,is_international,is_super_max_qualified,max_requested,is_retiring,inside_proportion,mid_range_proportion,three_point_proportion,minutes,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,state,country,potential,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,drafted_round,previous_team_id,previous_team,is_accepting_offers,is_negotiating,minimum_value,signing_round,negotiation_round,recruiting_bias_value,has_progressed,rejections,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,notes,relative_type,created_at,updated_at,deleted_at,stars,defense,is_int_generated,is_int_declared
4161,4161,0,FA,Sebastian,Pink,SG,,24,1,6-9,41,9,11,9,10,10,5,11,4,A,77,40,0,Average,Average,Average,Average,Average,221,WIU,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"South Dakota",USA,21,1,0,0,0,0,0,0,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:00.360","2026-02-15 19:14:30.724",NULL,2,0,0,0
4162,4162,0,FA,David,Rehl,PF,,24,1,6-10,28,8,6,8,2,3,2,8,12,A,63,48,0,Average,Average,Average,Hard-working,"Less likely to get academic probation",221,WIU,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"District of Columbia",USA,19,0,0,0,1,0,0,1,1,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:00.806","2026-02-15 19:14:31.052",NULL,1,0,0,0
4169,4169,0,FA,Steven,Johnson,PF,,25,2,7-0,28,5,6,6,7,5,4,4,11,B-,47,48,7,Average,"Hometown hero","Prefers to play for a team with a rich history",Average,"Seeks out tutoring",222,GCU,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Wisconsin,USA,1,0,0,1,0,1,0,1,0,0,0,0,,1,0,1.6,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:02.637","2026-02-15 19:14:31.371",NULL,1,0,0,0
4170,4170,0,FA,Curt,Carroll,PF,,25,2,6-9,36,16,0,9,3,8,6,8,6,D+,32,43,7,Motivation,"Hometown hero",Average,Average,Average,222,GCU,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Iowa,USA,17,1,0,0,0,0,0,0,1,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:03.085","2026-02-15 19:14:31.689",NULL,1,0,0,0
4171,4171,0,FA,Rahul,Nguyen,SF,,25,2,7-1,45,5,9,12,9,9,12,1,9,B,52,39,3,Average,Adversarial,Average,Average,"Values academics",222,GCU,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"New Hampshire",USA,5,0,0,0,0,0,1,0,1,0,0,0,,1,0,1.6,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:03.532","2026-02-15 19:14:32.008",NULL,2,0,0,0
4172,4172,0,FA,Paul,Troupe,C,,24,1,6-10,31,9,15,4,6,6,3,6,11,C,22,37,0,Frail,Average,"Prefers to play for a team with a rich history",Average,"Loves Learning",222,GCU,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Senegal,22,0,1,0,0,1,0,0,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:01.254","2026-02-15 19:14:32.386",NULL,1,0,0,0
4173,4173,0,FA,Jan,Snyder,SG,,24,1,7-0,50,15,14,13,10,3,14,2,13,C+,51,45,0,Motivational,"I'm the starter",Average,Persistant,Average,222,GCU,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Virginia,USA,66,0,1,1,1,0,1,0,1,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:01.702","2026-02-15 19:14:32.689",NULL,1,0,0,0
4174,4174,0,FA,Brian,Pollock,SF,,24,1,7-0,34,5,8,12,9,3,4,10,6,C+,43,37,0,Average,Average,Average,"Focuses on Max Reps",Average,222,GCU,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"New Hampshire",USA,27,0,1,1,0,1,0,0,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:02.146","2026-02-15 19:14:33.007",NULL,1,0,0,0
4181,4181,0,FA,Thomas,Mcgrath,SG,,25,2,7-0,31,12,10,8,10,1,4,5,12,D-,21,39,4,Average,Average,Average,Average,Average,223,ACU,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Guam,USA,19,1,1,0,0,0,1,1,1,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:03.975","2026-02-15 19:14:33.328",NULL,1,0,0,0
4182,4182,0,FA,Gerald,White,PG,,25,2,7-1,55,9,10,9,8,16,9,16,9,C+,51,32,11,Average,Average,"Prefers to play for a team with a rich history",Average,Average,223,ACU,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Nevada,USA,50,0,1,0,0,1,0,1,0,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:04.428","2026-02-15 19:14:33.642",NULL,2,0,0,0
4183,4183,0,FA,Trung,Ha,SG,,25,2,6-11,27,5,8,5,0,11,1,3,9,B-,47,39,10,Average,Average,Average,Average,Average,223,ACU,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Japan,23,0,0,0,0,1,0,0,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:04.875","2026-02-15 19:14:33.961",NULL,1,0,0,0
4184,4184,0,FA,Ryan,Debusschere,SG,,24,1,7-0,44,11,8,14,4,5,15,2,4,C+,51,40,0,Average,"Will eventually play for LeBron",Average,"Trolls on Discord","Takes AP classes",223,ACU,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Arizona,USA,24,0,1,1,1,1,1,0,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:02.595","2026-02-15 19:14:34.284",NULL,1,0,0,0
4185,4185,0,FA,Michael,Mithcell,SF,,24,1,7-0,51,5,4,18,10,10,11,7,6,C+,44,45,0,Average,Adversarial,Average,Average,Average,223,ACU,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Ghana,27,0,1,1,1,0,1,0,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:03.045","2026-02-15 19:14:34.601",NULL,2,0,0,0
4186,4186,0,FA,Michael,Davis,PG,,24,1,7-0,39,5,9,4,4,8,8,16,11,C+,54,35,0,Outgoing,Average,Open-Minded,"Streams too much",Average,223,ACU,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Washington,USA,24,0,1,0,0,0,1,1,1,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:03.493","2026-02-15 19:14:34.916",NULL,1,0,0,0
4193,4193,0,FA,Jesus,Archuletta,SF,,25,2,6-10,45,10,14,8,6,8,10,8,11,C+,51,48,3,Selfish,Adversarial,Average,Average,Average,224,CBU,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Michigan,USA,26,0,1,1,0,1,1,1,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:05.327","2026-02-15 19:14:35.235",NULL,1,0,0,0
4194,4194,0,FA,Steven,Robinson,SG,,25,2,6-11,41,8,8,4,14,8,15,5,4,B,62,40,0,Motivational,Average,"Prefers to play for a team with a rich history",Average,"Wants to finish degree",224,CBU,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"West Virginia",USA,20,1,0,0,1,1,1,0,0,0,0,0,,1,0,1.6,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:05.769","2026-02-15 19:14:35.554",NULL,1,0,0,0
4195,4195,0,FA,Joseph,Sanchez,SF,,25,2,7-1,42,2,14,3,6,7,14,13,10,B+,60,35,5,"Book Worm",Average,"Prefers to play for an up-and-coming team","Track Athlete",Average,224,CBU,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Louisiana,USA,25,0,1,0,1,0,1,1,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:06.281","2026-02-15 19:14:35.881",NULL,1,0,0,0
4196,4196,0,FA,Adam,Kavuri,SG,,24,1,6-10,38,7,9,9,1,12,5,8,7,B-,46,44,0,Average,Average,Open-Minded,Average,Average,224,CBU,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Singapore,25,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:03.970","2026-02-15 19:14:36.200",NULL,1,0,0,0
4197,4197,0,FA,Richard,Foshee,PG,,24,1,6-9,31,11,1,9,9,10,2,1,5,A+,98,48,0,Average,Average,Average,"Working-Class mentality",Average,224,CBU,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Poland,16,1,0,1,1,0,0,0,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:04.406","2026-02-15 19:14:36.525",NULL,1,0,0,0
4198,4198,0,FA,Christopher,Underwood,C,,24,1,6-9,28,8,9,4,10,5,1,5,14,D,24,40,0,Motivation,"I'm the starter",Average,Average,Distracted,224,CBU,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Illinois,USA,24,1,0,0,0,1,0,0,1,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:04.847","2026-02-15 19:14:36.822",NULL,1,0,0,0
4205,4205,0,FA,Elliott,Sutton,PF,,25,2,6-10,46,16,6,13,5,6,7,10,13,B-,50,35,3,Abrasive,Market-driven,"Prefers to play in a different state",Average,"Frequent visits to the principal",225,SUU,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Denmark,26,1,0,1,0,1,0,0,1,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:06.733","2026-02-15 19:14:37.140",NULL,2,0,0,0
4206,4206,0,FA,Christopher,Love,SG,,25,2,6-10,38,6,4,11,11,8,9,2,4,C+,53,37,6,Average,Average,"Prefers to play for a national championship contender",Average,"Naturally book smart",225,SUU,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Massachusetts,USA,29,0,1,0,1,1,1,1,0,0,0,0,,1,0,1.6,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:07.179","2026-02-15 19:14:37.462",NULL,1,0,0,0
4207,4207,0,FA,Fletcher,White,SF,,25,2,6-9,31,11,11,11,2,2,2,11,5,B-,47,38,2,Average,Average,"Prefers to play for a team with a rich history",Average,Average,225,SUU,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Hawaii,USA,17,1,1,0,0,0,0,1,0,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:07.618","2026-02-15 19:14:37.782",NULL,1,0,0,0
4208,4208,0,FA,Arthur,Benjamin,SF,,24,1,7-0,35,6,2,8,2,15,4,1,9,C+,43,45,0,Average,"Wants extensions",Average,Average,Average,225,SUU,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"American Samoa",USA,24,0,0,0,0,1,0,0,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:05.288","2026-02-15 19:14:38.103",NULL,1,0,0,0
4209,4209,0,FA,Tim,Owens,SG,,24,1,6-11,25,11,4,2,2,5,6,5,9,D,26,33,0,Average,Average,Average,Average,"Sits at the front of the class",225,SUU,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Iowa,USA,17,0,0,0,0,1,0,1,1,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:05.751","2026-02-15 19:14:38.402",NULL,1,0,0,0
4210,4210,0,FA,Curtiss,Carden,PG,,24,1,7-1,33,7,10,5,14,2,8,6,10,B,50,36,0,Extroverted,Market-driven,Average,"Focuses on Max Reps",Average,225,SUU,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"Puerto Rico",USA,36,0,0,0,1,0,1,0,1,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:06.206","2026-02-15 19:14:38.725",NULL,1,0,0,0
4217,4217,0,FA,Edgar,Nino,C,,25,2,7-1,57,11,13,9,5,10,20,8,10,C,41,40,7,Average,Average,"Prefers to play for a specific coach",Average,Average,226,SFA,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"Puerto Rico",USA,36,0,1,0,0,0,1,0,1,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:08.068","2026-02-15 19:14:39.042",NULL,2,0,0,0
4218,4218,0,FA,Elvin,Gaines,C,,25,2,6-11,29,6,7,4,10,7,7,3,5,C,43,45,3,Average,"Championship seeking",Average,Average,Average,226,SFA,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Oregon,USA,20,1,0,0,1,1,0,0,0,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:08.509","2026-02-15 19:14:39.353",NULL,1,0,0,0
4219,4219,0,FA,Scott,Shelton,SG,,25,2,6-10,57,7,14,11,11,16,13,11,4,B,57,40,8,Average,Average,Average,Average,Average,226,SFA,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Turkey,16,0,1,0,0,1,0,0,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:08.962","2026-02-15 19:14:39.669",NULL,3,0,0,0
4220,4220,0,FA,Chad,Westrup,SF,,24,1,6-9,34,5,6,9,4,14,4,3,2,C,42,48,0,Average,Average,Average,"Working-Class mentality",Average,226,SFA,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Wisconsin,USA,20,0,0,1,1,1,0,0,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:06.655","2026-02-15 19:14:40.063",NULL,1,0,0,0
4221,4221,0,FA,Kirby,Wood,C,,24,1,6-9,31,3,7,9,1,3,8,9,8,C-,27,46,0,Average,Average,Average,"Footwork king",Average,226,SFA,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Sweden,30,0,0,0,0,0,0,1,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:07.117","2026-02-15 19:14:40.375",NULL,1,0,0,0
4222,4222,0,FA,Bruce,Allen,PF,,24,1,6-9,44,6,2,9,7,9,12,7,11,B,55,44,0,Average,Average,Average,Average,Average,226,SFA,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Vermont,USA,12,1,1,1,0,0,1,1,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:07.571","2026-02-15 19:14:40.687",NULL,2,0,0,0
4229,4229,0,FA,Jeffrey,Ploen,SF,,25,2,7-0,38,9,11,3,8,12,5,9,9,C+,38,48,4,Reserved,Average,Average,Average,"Didn't come here to play school",227,TAR,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Iceland,15,1,1,0,1,1,1,0,0,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:09.413","2026-02-15 19:14:41.010",NULL,1,0,0,0
4230,4230,0,FA,Eugene,Woodruff,PF,,25,2,6-9,32,6,9,7,6,6,6,12,1,C+,44,39,6,Average,Average,Average,Average,Average,227,TAR,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Ohio,USA,12,0,1,0,1,0,0,0,0,0,0,0,,1,0,1.6,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:09.870","2026-02-15 19:14:41.332",NULL,1,0,0,0
4231,4231,0,FA,Keith,Mccarty,PG,,25,2,7-1,42,10,4,5,7,5,16,7,11,A+,93,35,10,Average,Average,"Prefers to play for a team with a rich history",Average,"Teacher's Pet",227,TAR,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Kansas,USA,19,0,1,0,0,0,1,0,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:10.320","2026-02-15 19:14:41.647",NULL,2,0,0,0
4232,4232,0,FA,Thomas,Ericksen,PG,,24,1,7-0,41,3,12,13,5,5,7,9,11,A,76,48,0,Average,Average,Legacy,Average,Distracted,227,TAR,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Nevada,USA,17,0,1,1,0,0,0,1,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:08.020","2026-02-15 19:14:41.966",NULL,1,0,0,0
4233,4233,0,FA,Henry,Dang,PF,,24,1,7-1,45,2,14,5,9,7,13,16,8,B-,51,34,0,Impatient,Market-driven,Average,Hard-working,Average,227,TAR,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Vietnam,55,0,1,0,0,0,0,1,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:08.465","2026-02-15 19:14:42.280",NULL,1,0,0,0
4234,4234,0,FA,Carlos,Riaz,SF,,24,1,6-11,38,9,13,3,8,8,12,6,4,D+,16,43,0,Average,Average,"Prefers to be close to home",Average,Average,227,TAR,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Utah,USA,28,0,1,0,0,0,1,1,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:09.019","2026-02-15 19:14:42.605",NULL,1,0,0,0
4241,4241,0,FA,Matthew,Vollstedt,PG,,25,2,6-10,31,11,7,4,8,10,1,9,7,C,41,35,5,Average,"Hates Cleveland",Average,Average,"Studies hard",228,UTA,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,California,USA,17,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.6,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:10.768","2026-02-15 19:14:42.915",NULL,1,0,0,0
4242,4242,0,FA,John,Squillante,C,,25,2,7-1,34,6,1,6,5,10,9,2,9,C+,51,43,7,Average,"Wants extensions","Prefers to play for a specific coach",Average,"Less likely to get academic probation",228,UTA,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Ukraine,4,0,0,0,0,1,1,0,0,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:11.214","2026-02-15 19:14:43.242",NULL,1,0,0,0
4243,4243,0,FA,James,Stegall,SF,,25,2,7-1,40,6,10,6,15,4,10,12,8,A+,93,45,7,Average,"Highest bidder",Average,Average,Average,228,UTA,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Georgia,USA,34,0,0,1,1,0,1,1,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:11.659","2026-02-15 19:14:43.568",NULL,1,0,0,0
4244,4244,0,FA,Alfred,Bynum,PF,,24,1,7-1,42,12,6,5,13,15,5,8,7,C+,43,34,0,Average,Adversarial,Average,Average,Average,228,UTA,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"Puerto Rico",USA,17,1,0,0,1,1,0,1,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:09.479","2026-02-15 19:14:43.889",NULL,1,0,0,0
4245,4245,0,FA,Barry,Beattie,SF,,24,1,6-11,42,10,1,3,11,16,7,6,13,C+,45,35,0,Average,"Drafted team discount",Average,Average,Average,228,UTA,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Oklahoma,USA,50,0,0,0,0,1,0,0,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:09.921","2026-02-15 19:14:44.205",NULL,1,0,0,0
4246,4246,0,FA,Christopher,Labrecque,SG,,24,1,7-0,24,13,11,4,3,2,2,4,10,B,52,39,0,Average,Average,Average,Average,Average,228,UTA,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Israel,15,1,0,0,0,0,0,0,1,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:10.386","2026-02-15 19:14:44.520",NULL,1,0,0,0
4253,4253,0,FA,Donald,Ellis,SF,,25,2,7-0,35,9,11,7,10,11,5,1,3,B,50,45,5,Average,Average,Average,"Focuses on Max Weight",Average,229,RGV,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"New Mexico",USA,17,0,1,0,1,0,1,0,0,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:12.109","2026-02-15 19:14:44.951",NULL,1,0,0,0
4254,4254,0,FA,William,Cody,SF,,25,2,6-11,49,3,7,16,7,11,13,2,7,B,52,48,0,Average,"Hates Cleveland","Prefers to play for a specific coach","Working-Class mentality",Average,229,RGV,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Croatia,26,0,1,1,1,0,1,0,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:12.555","2026-02-15 19:14:45.259",NULL,2,0,0,0
4255,4255,0,FA,James,Walsh,SG,,25,2,7-1,31,3,11,17,9,3,1,6,1,C+,53,30,3,Motivation,Average,Average,Average,"Takes AP classes",229,RGV,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Spain,22,0,0,1,0,0,0,0,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:13.007","2026-02-15 19:14:45.573",NULL,1,0,0,0
4256,4256,0,FA,Vijay,Chen,C,,24,1,7-1,41,11,15,13,2,3,9,10,5,B-,51,33,0,Average,Average,Average,Persistant,Average,229,RGV,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,India,34,1,1,1,0,0,1,0,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:10.847","2026-02-15 19:14:45.891",NULL,1,0,0,0
4257,4257,0,FA,Clarence,Payne,PG,,24,1,6-9,43,9,16,4,11,9,8,14,6,B,54,45,0,Average,Average,Average,Average,Average,229,RGV,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"New Jersey",USA,53,1,1,0,0,0,0,1,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:11.299","2026-02-15 19:14:46.210",NULL,1,0,0,0
4258,4258,0,FA,Sun,Nguyen,PG,,24,1,6-11,46,2,12,8,6,9,11,9,15,B,63,37,0,Perfectionist,Average,Average,Average,Average,229,RGV,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"New Hampshire",USA,24,0,0,0,1,0,0,0,1,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:11.751","2026-02-15 19:14:46.521",NULL,2,0,0,0
4265,4265,0,FA,Earl,Stewart,PG,,25,2,6-11,31,8,12,3,13,1,9,8,6,C+,55,47,7,Average,"Hates Tags",Average,"Focuses on Max Weight",Average,230,UTU,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Utah,USA,22,1,1,0,1,0,0,0,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:13.455","2026-02-15 19:14:46.840",NULL,1,0,0,0
4266,4266,0,FA,Allen,Burrell,PF,,25,2,6-11,50,9,4,10,15,15,10,3,9,D+,33,39,0,Average,Average,"Prefers to play for a specific coach",Average,Average,230,UTU,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Connecticut,USA,31,0,0,1,1,1,0,0,0,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:13.906","2026-02-15 19:14:47.149",NULL,1,0,0,0
4267,4267,0,FA,Andrew,Bogdan,PF,,25,2,7-0,25,9,11,3,5,2,6,10,3,A,73,33,3,Average,Average,Average,Average,"Loves Learning",230,UTU,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Poland,30,1,0,0,0,0,0,1,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:14.350","2026-02-15 19:14:47.461",NULL,1,0,0,0
